Unnamed: 0,Venue Name,Text,Sentence Count,Sentences,Word Count,Review ID,Gold Aspect Labels,Gold Sentiment Labels
5477,Café-Restaurant Dauphine," Great place for business meeting during the day. Easily accessible (car or public transport), sufficient space (a bit of pressure) and power supply for the laptop :) …",2,"Easily accessible (car or public transport), sufficient space (a bit of pressure) and power supply for the laptop :) …",25,230839,,
5482,Café-Restaurant Dauphine," Good central location for public transport, bicycle and car. Free parking for the first hour. Reasonable range of food and drinks and not super expensive. Slightly noisy when it is busy and that is increasingly the …",4," Good central location for public transport, bicycle and car.",10,41818,,
5524,Café-Restaurant Dauphine,Always busy. Certainly around lunch time. This makes it sometimes difficult to place an order. Ideally located at Amstel station. Easily accessible by public transport. …,6,Easily accessible by public transport.,5,230858,,
5537,Café-Restaurant Dauphine,Beautiful large bright space with a nice terrace. Close to A'dam Amstel so easily accessible by public transport. Nice service. …,4,Close to A'dam Amstel so easily accessible by public transport.,12,207685,,
5640,Café-Restaurant Dauphine," Easily accessible, cozy restaurant and good food.

 …",2," Easily accessible, cozy restaurant and good food.",8,29213,,
7229,Cobra Caf√©,A visit to the toilet of a special kind. It is public and clean. Just drop by 😊 …,3,It is public and clean.,5,358565,,
12051,De Nieuwe KHL," Great location for popuchoir.nl nice space for this. Good atmosphere, easily accessible by public transport. …",3,"Good atmosphere, easily accessible by public transport.",8,271192,,
47194,Roopram Roti," Great, but just a little too 'fast food' in terms of atmosphere. Food excellent. Operation fairly smooth. Pretty much choice. Relaxed atmosphere. Kind of 'assembly line'. The public is a mix of local, real locals and …",7,"The public is a mix of local, real locals and …",11,529152,,
57499,Ramen-Kingdom,"Best Ramen in the Netherlands for sure, possibly even in all of continental Europe. Good location for public transportation. Parking could be a hassle.",3,Good location for public transportation.,5,277142,,
59849,Café Droog,"Terrible experience with the attention to the public, rude and unkind. I totally un-recommend it.",2,"Terrible experience with the attention to the public, rude and unkind.",12,490184,,
63716,de Veranda,Beautiful terrace in an easily accessible location. The menu is limited and the food not super special. …,3,Beautiful terrace in an easily accessible location.,7,11715,,
68605,Los Pilones,"My favorite Mexican in Amsterdam by far. Staff makes you feel at home and food is uber delicious!
If you feel like a liquid meal, the cocktails here will definitely transport you …",3,"If you feel like a liquid meal, the cocktails here will definitely transport you …",15,347752,,
73070,Grand Café l'Opera," Always pleasant, tasty dishes In addition, good attitude and service of the employees.. easily accessible by public transport line4! …",2," Always pleasant, tasty dishes In addition, good attitude and service of the employees.. easily accessible by public transport line4!",22,7284,,
75670,Oresti's Taverna,"Tasty food, served by wonderful people. Price, taste,ambiance and service deserve 5 stars.Easy to reach by Public transport .",2,"Price, taste,ambiance and service deserve 5 stars.Easy to reach by Public transport .",16,444054,,
90484,Eersteklas Restaurant,Nice ambiance in Amsterdam Central Station. Can be reached without public transport via the right entrance. …,3,Can be reached without public transport via the right entrance.,10,202859,,
93919,Bitterzoet," Best club in Amsterdam if you like 90, s RnB and Hiphop.
Atmosphere is always cozy and the public diverse. …",3,Atmosphere is always cozy and the public diverse.,8,176481,,
97904,Chao Phraya,Chao Phraya river divides Bangkok into 2 parts. You can travel by public or tourist boats. Public boat is much cheaper than tourist one.,3,Public boat is much cheaper than tourist one.,8,446623,,
97919,Chao Phraya,We took the orange express boat up and down the river. One of the most beautiful public transit journeys in my life.,2,One of the most beautiful public transit journeys in my life.,11,426538,,
98062,Chao Phraya," As in the past, when Bangkok was a network of ""klongs"", the Chao Praya remains a very busy ""highway"" for the transport of goods and people. it is interesting to see just by taking the express boat (you can use it to …",2," As in the past, when Bangkok was a network of ""klongs"", the Chao Praya remains a very busy ""highway"" for the transport of goods and people.",32,8971,,
98103,Chao Phraya," For those who have never visited Bangkok, a ride on public boats at bargain prices for the river is a must.
You can have a wonderful experience. …",3," For those who have never visited Bangkok, a ride on public boats at bargain prices for the river is a must.",22,38230,,
98131,Chao Phraya," One of the best ways to see Thailand is to ride the local river transport. Along the Chaophrae river and also along small rivers and canals. Moreover, it is better to ride not on tourist boats, but on boats, as …",3,One of the best ways to see Thailand is to ride the local river transport.,15,81785,,
98143,Chao Phraya," It is worth taking a cruise through it. The best is the orange line which is public transport and cheaper than those dedicated to tourism. I did from Tha Thien, which is the jetty near the Grand Palace, to Thewet …",3,The best is the orange line which is public transport and cheaper than those dedicated to tourism.,17,499221,,
98177,Chao Phraya,It is so nice to see maritime transport of all sizes and species carefully slowing down one side and the other. River to Tsang Mai starting from Bangkok port …,2,It is so nice to see maritime transport of all sizes and species carefully slowing down one side and the other.,21,62444,,
109101,Hotel Buiten," Very nice, green place with a view over the Sloterplas. Eat outside for a seasonal snack or drink a local beer. Easily accessible by public transport bicycle or boat :) …",3,Easily accessible by public transport bicycle or boat :) …,10,230857,,
125443,Caf√© Westerdok," When you have been able to park your transport, you will then step into another universe: that of the Amsterdam neighborhood café. It's a bit like a pub. It is a fairly bare space with a bar in the corner opposite the …",3," When you have been able to park your transport, you will then step into another universe: that of the Amsterdam neighborhood café.",24,128576,,
133646,Cobra Café,"We had a coffee and apple pie. I do recommend this place for coffee and cake.
Toilets are public, and cost €1. When you give the ticket of the toilet to your waiter, they will credit the money from your check.
Toilets are nice and clean as well. Very good atmosphere.",6,"Toilets are public, and cost €1.",7,566397,,
142753,Ristorante Italiano Gustatio,"The food is delicious and the staff was friendly. We got the food relatively fast, seeing that it was quite busy. My personal highlight was the tiramisu. Location is great, easily accessible. It is not super cheap, but the quality equals …",5,"Location is great, easily accessible.",6,377501,,
145140,Cafe de Punt,Café with 2 terraces on the water (the Angstel). Nice wide menu with drinks and snacks. Lunch is also fine here and a simple but tasty dinner is also possible. The sole is recommended. The terrace is easily accessible …,5,The terrace is easily accessible …,5,541295,,
145613,Drovers dog,I amazed by food here. Can be crowded,2,I amazed by food here.,5,320435,,
151407,Café 't Hooischip," It is a cozy and atmospheric cafe, staff speaks Dutch.
Ideal for (3) children to have a drink and to pee and then use public transport to go all over the city again. …",3,Ideal for (3) children to have a drink and to pee and then use public transport to go all over the city again.,25,345520,,
163117,Prik,"Currently one of the best gay places in Amsterdam for either a short drink, or for that long party weekend. Nice personnel and really interesting public.. 🏳️‍🌈❤",2,Nice personnel and really interesting public.. 🏳️‍🌈❤,6,406485,,
168165,Hoppa!,"Generally easy to use, booked online for a transport from airport in Crete to my accommodations, easy to find- friendly staff and comfortable shuttle. However on the return, booked more than 24 hrs in advance, and no pick up time given. Had …",3,"Generally easy to use, booked online for a transport from airport in Crete to my accommodations, easy to find- friendly staff and comfortable shuttle.",27,267010,,
168236,Hoppa!,Excellent & efficient service. Once we found the desk at Faro airport we were quickly attended to & dispatched to our hotel. Transport was clean & well maintained. Drivers were smart & sociable without being intrusive. Good service,5,Transport was clean & well maintained.,6,569618,,
168249,Hoppa!,"Simply great service. It does what it says on the tin. Transport waiting for us on arrival at the airport. Polite and very safe driver. Arrived 3 minutes early for pick up at resort and again a very courteous and safe driver.
Certainly recommend them.",6,Transport waiting for us on arrival at the airport.,9,569617,,
168300,Hoppa!,"Left us stranded at Montego Bay due to the fact they had not paid their supplier, and knew bookings were not being fulfilled for over 2 weeks. We had to organise and pay for our own transport.",2,We had to organise and pay for our own transport.,10,602776,,
168305,Hoppa!,"The bookingsystem at Hoppa is very easy and simple to use. Excellent service from the beginning to the end and very helpful and friendly staff.
The price is good and competitive. Can highly recommend Hoppa....",4,The bookingsystem at Hoppa is very easy and simple to use.,11,500420,,
168660,The Old Church,Beautiful architecture and great venue for shows. It was an all around great experience id enjoy repeating in the future. I attended a public event for ubderstanding lgbq and trans gender pronouns,3,I attended a public event for ubderstanding lgbq and trans gender pronouns,12,320944,,
176336,Butcher's Tears,"The beers are just okay but lacking depth, but good value for money. The space is nice, they have a room at the back for concerts. It's at a bit of an odd location but still easy to get to with public transport. The space is nice very nice with long communal tables.",4,It's at a bit of an odd location but still easy to get to with public transport.,19,364837,,
192422,Poesiat & Kater,"Graft breweries are blosoming in Amsterdam. Poesiat & Kater is a sympa spot to be, quite near the Muiderpoort railway station, so you might take an extra pint while traveling by public  transport.",2,"Poesiat & Kater is a sympa spot to be, quite near the Muiderpoort railway station, so you might take an extra pint while traveling by public  transport.",29,441218,,
192632,Poesiat & Kater," Worth seeing and visiting. Close to the station, so easily accessible. Located in an old ammonia factory. The beer, the meals served are delicious. The beautiful terrace is a wonderful place to relax when the weather …",5,"Close to the station, so easily accessible.",8,207804,,
192862,Poesiat & Kater," When this was the Valreep, it was fun. Now the umpteenth tent with expensive beer and green left and d66 public. Boring. (Nice beer, but I'll drink it somewhere else) …",4,Now the umpteenth tent with expensive beer and green left and d66 public.,13,420464,,
194067,Koetjes en Kalfjes," Great lunch location, easily accessible.

 …",2," Great lunch location, easily accessible.",6,50771,,
196811,Kruabuppha," Delicious Thai food, tastiest in Amsterdam and surroundings by far. Friendly service. And easily accessible from Amstel station. …",4,And easily accessible from Amstel station.,6,168718,,
202135,Tante Roosje,A nice bar in the center of Amsterdam. With enough attendance of all kinds of public. I recommend the salmon and avocado sandwich! Hard to eat (x big) but very rich. …,5,With enough attendance of all kinds of public.,8,620498,,
217451,De Bicker Eten en Drinken,De Bicker is located on a nice square. The restaurant is easily accessible by public transport. It is a cozy restaurant. The staff are very hospitable. The cheese fondue was nice. The Dame Blanche was not good. The …,7,The restaurant is easily accessible by public transport.,8,530337,,
221264,Eetcaf√© 't Pakhuis,Good food for a reasonable price. Location is easily accessible by public transport and the interior is attractively decorated. …,3,Location is easily accessible by public transport and the interior is attractively decorated.,13,377457,,
225841,Cigaragua,Great customer service. Huge selection. Great smoking room. Open later than other places. Convenient location to public transport.,5,Convenient location to public transport.,5,210563,,
229637,Nam Kee," The best Chinese restaurants in Amsterdam, but I have to do that by public transport, half an hour away. They have 3-4 restaurants all over Amsterdam. …",3," The best Chinese restaurants in Amsterdam, but I have to do that by public transport, half an hour away.",21,100780,,
234980,Oedipus Brewing," Good brewery with a diverse selection of tasty beers. Very attractive building, nice to visit once. It is a short walk, but easily accessible by public transport. …",4,"It is a short walk, but easily accessible by public transport.",12,357040,,
235338,Ashoka,"Food : Authentic & delicious.
Service : Above and beyond
Location : in the heart of Amsterdam, easily accessible by public transport.
Conclusion : highly recommended, worth visiting.",3,"Service : Above and beyond
Location : in the heart of Amsterdam, easily accessible by public transport.",18,461988,,
236186,Wonder Bar Two,Wallet was first stolen in Amsterdam and could not travel with public transport. Searched everywhere for places where I could enter late but everything was closed ... I thought ... The Wonderbar was still open! Got a …,5,Wallet was first stolen in Amsterdam and could not travel with public transport.,13,123633,,
236936,Orontes West,"This place is amazing with fantastic, delicious food and excellent service! The portion sizes are great and the food is so fresh and flavourful. Orontes West is easily accessible by public transport. Definitely worth a visit while in Amsterdam!!",5,Orontes West is easily accessible by public transport.,8,430875,,
255605,Caf√© Ons,Really beautiful place. Close to the ferry transport to the Amsterdam Centraal Station. Cosy café place with beautiful terrace.,3,Close to the ferry transport to the Amsterdam Centraal Station.,10,207783,,
259500,Loetje in De Pijp," Super nice location, easy with public transport! Sometimes a little wait, but I think they handle this nicely. …",3," Super nice location, easy with public transport!",9,95212,,
261442,Sloppy Joe," Delicious hamburg
Nice case. Friendly service. Easily accessible by public transport and close to the Olympic stadium. …",4,Easily accessible by public transport and close to the Olympic stadium.,11,230855,,
266305,Na Siam,Thai cuisine in the Netherlands but really with the Thai taste. Excellent location and easily accessible. Worth repeating. …,4,Excellent location and easily accessible.,5,240810,,
266812,Singel," All the beautiful canals of Amsterdam, to be ridden by bike or by transport, wonderful !!! …",2," All the beautiful canals of Amsterdam, to be ridden by bike or by transport, wonderful !!!",20,5908,,
275296,Cafe de Bazel,"Very positive experience. To have dedicated spaces for meetings, conferences, workshops and any other related activities is a wonderful idea. It is located at the city center, reachable by public transportation services. Hystorical building but accessible.",4,"It is located at the city center, reachable by public transportation services.",13,358040,,
280927,Caf√© Katoen," The great atmosphere, the great music but we will have to warn the waiters that we do not have to know that they have the lipton they have also can gaz! when working towards the public !! and I gave them two stars for …",3,when working towards the public !!,7,643472,,
283694,Bar Tolhuistuin," Delicious food, nice variety. Choose from all kinds of snacks that you can share with the two of you. Of course nothing has to be done. Nice atmosphere, easily accessible and good food! Definitely come here again …",5,"Nice atmosphere, easily accessible and good food!",9,400960,,
283803,Bar Tolhuistuin," Great event location, in the North but still very accessible, if you take the train to Amsterdam Central Station. Take a ferry and hoppa. …",3,Take a ferry and hoppa.,5,487001,,
283996,Bar Tolhuistuin," Easily accessible, nice location!

 …",2," Easily accessible, nice location!",6,29215,,
285416,Kiosk,I have just been kindly helped with a delicious cappuccino! Super nice employee who really took the time to have a conversation in all the public transport hectic. You made my day! Keep it up! 😃 …,5,Super nice employee who really took the time to have a conversation in all the public transport hectic.,18,484114,,
286336,Joya," Superb food, friendly staff and tasteful decor. The atmosphere of the public is to see and be seen. …",3,The atmosphere of the public is to see and be seen.,11,496410,,
290425,De Nieuwe Anita,Very cool club! Especially when the Beat Club is here! Great staff! Delicious drinks and pleasant atmosphere and very good with the public reachable! …,5,Delicious drinks and pleasant atmosphere and very good with the public reachable!,13,221209,,
304783,Sal Gorda," Good tapas restaurant bar located in the historical center, next to La Alfalfa.
Better to go by public transport, look for public parking or taking a walk. Park …",3,"Better to go by public transport, look for public parking or taking a walk.",15,192493,,
306268,Mekhong River," Vietnam is a very scenic and charming country with great, friendly people. The Mekong is an essential lifeline and an important transport route as well as a habitat for many people and rare animal species. Observing …",3,The Mekong is an essential lifeline and an important transport route as well as a habitat for many people and rare animal species.,23,494253,,
308976,Cannibale Royale du Nord,Not amazed with my visit there. The burgers were nice and delicious. Service is not so nice. Everything we ordered came to the table wrong. I would not suggest this place,5,Not amazed with my visit there.,6,415992,,
314177,Circl," Good place to meet for business. Tables are widely spaced and it is easily accessible by both public transport and bicycle. Please note, South As prices. …",4,Tables are widely spaced and it is easily accessible by both public transport and bicycle.,15,486821,,
317188,Rotisserie Amsterdam," If you are looking for a place to eat a good burger, you have to drop by here. For me, the best burger in Amsterdam. It is not in a very central or tourist area, but taking public transport to eat here is totally …",3,"It is not in a very central or tourist area, but taking public transport to eat here is totally …",20,358303,,
329652,Meat & Greek,"Great cosy sitting area, right in De pijp close the shops and public transport. The food was ok- well done meat for the gyros, but the pita bread was a little on the dry side. Fresh toppings and a variety to chose from.",3,"Great cosy sitting area, right in De pijp close the shops and public transport.",15,289527,,
350745,TerraZen Centre,"had the “chicken” and chips...amazing and very tasty. Really friendly service, the lady helped us choose and made sure we were enjoying our food (assuming she was the owner?). Good selection of food, and great atmosphere. Also very close to main transport. Come here!",5,Also very close to main transport.,6,158306,,
350859,TerraZen Centre,"Excellent vegan food: Jamaican innovation with Japanese perfection.
The space is tiny, decoration innovative. Kind of home cooking for the public.",3,Kind of home cooking for the public.,7,372077,,
361283,Vleesch noch Visch," Very salty food. Uber is eaten with a dish delivered more than an hour late and completely spilled in the paper transport bag, neither the packaging nor the transport have been taken care of. …",3,"Uber is eaten with a dish delivered more than an hour late and completely spilled in the paper transport bag, neither the packaging nor the transport have been taken care of.",32,572486,,
365204,H. Burger,Delicious eaten. Friendly staff. Easily accessible by public transport and car. The restaurant looked neat and we didn't wait long for our food. I highly recommend the chicken burger! …,6,Easily accessible by public transport and car.,7,230854,,
366981,Angus Steak House," Very amazed at such good quality. Never tasted such a good coleslaw, the cheesecake 👍🏻👍🏻! Not necessarily expensive, a bit long to serve by cons. …",4,Very amazed at such good quality.,6,113040,,
377381,O' Sole Mio," They are very nice. A pity they have so little public

 …",2,"A pity they have so little public

 …",7,146997,,
379279,Coffeeshop Vondel,Nice and clean coffeeshop with 2 different areas to chill in. Easily accessible by public transport/bike. Only minus is only cash payment accepted.,3,Easily accessible by public transport/bike.,7,230859,,
379633,Café Cómodo," Nice atmosphere, well located around public transport.

Coffee and beer are excellent, the food looks fine, not yet tried. Operation is …",3," Nice atmosphere, well located around public transport.",8,70851,,
384516,El Vino," Well it is not a culinary tour de force and it is also very touristy. We came here with the holiday auction and were an hour late due to public transport problems. Nevertheless we got our place, I had called. You can …",4,We came here with the holiday auction and were an hour late due to public transport problems.,17,597808,,
395808,Sumo,"Great sushi, and glutenfree uppon request. Very friendly service!
Lovely location, and handily next door to the cinema. Also easy for public transport and taxis. …",5,Also easy for public transport and taxis.,7,156643,,
404735,Staring at Jacob," Good connection to public transport. Nice staff and something different than the sporadic ""roll"" for breakfast. Always my pleasure. …",4,Good connection to public transport.,5,42121,,
405797,Aries Noodles,"Food was great. Location is also easily reached by public transportation (tram/bus). If you come with private vehicle there is a parking garage underneath the building. Service was okay. One minor point is the payment can’t be done by card, they only accept cash payment.",5,Location is also easily reached by public transportation (tram/bus).,13,377420,,
409924,LELY,Great atmosphere. Friendly staff. Good service. Delicious food. Great location for people using public transportation.,5,Great location for people using public transportation.,7,295828,,
409945,LELY,Good food and drinks. The bitter ballen where superb. It’s located close to public transportation. Prices for food are high though.,4,It’s located close to public transportation.,7,368037,,
410019,LELY,Above my expectations. Easily accessible by public transport (1 min walk from Lelylaan). Unexpectedly a band came to play on the terrace which we enjoyed. And despite the fact that you could order online via your …,4,Easily accessible by public transport (1 min walk from Lelylaan).,12,230853,,
410084,LELY," Cozy place to have a drink, nice, nice atmosphere and next to the station, so easily accessible by public transport. Food is a bit on the pricey side, especially for the portion you get. …",3," Cozy place to have a drink, nice, nice atmosphere and next to the station, so easily accessible by public transport.",23,19206,,
410172,LELY," Nice staff, service-oriented, centrally located for public transport and car. …",2," Nice staff, service-oriented, centrally located for public transport and car.",14,77658,,
414648,Stork,"The location is far away, the public transport possibilities are horrible. The view is nice and the restaurant looks really fancy, but the vegetarian options aren't worth the money or time (the polenta based dish was incredibly salty).",2,"The location is far away, the public transport possibilities are horrible.",12,518242,,
417864,Marhaba,"Not worth the money. Had a conversation (in e-mail) before booking the service about the transport from the airport to the hotel. We landed little over midnight in Dubai and long story short, there was no taxi as promised (volvo car). It's …",4,Had a conversation (in e-mail) before booking the service about the transport from the airport to the hotel.,22,306800,,
417869,Marhaba,We paid 350AED for a meet and greet for some friends who were elderly and required transport assistance to reach passport control.  They never showed up! I had to call them to find out what was going on.  Their excuse was that our friends …,4,We paid 350AED for a meet and greet for some friends who were elderly and required transport assistance to reach passport control.,22,605746,,
430298,Maslow,"Very nice place, good food, good people and reasonable prices. I go there often and I have never been disappointed. I usually order their vega burgers. It is next to the science park station, so easily reachable and also accessible for wheelchairs.",4,"It is next to the science park station, so easily reachable and also accessible for wheelchairs.",17,358170,,
433193,IJssalon IJskoud de beste," Located near the Noorderpark. Public transport available child-friendly environment with slot machines in the park.
The tastiest ice cream available. Tea and sandwich available. Wheelchair …",5,Public transport available child-friendly environment with slot machines in the park.,13,446627,,
435612,The Queen's Head,nice place. It is quite lively at night. the public that attends is an older adult. …,4,the public that attends is an older adult.,8,641388,,
444777,Kobalt," Atmospheric, WiFi available and a good place for public transport travelers from outside the city to meet. …",2," Atmospheric, WiFi available and a good place for public transport travelers from outside the city to meet.",18,9492,,
453760,De Balie,De Balie .. cozy! delicious snacks and meals .. also easy to reach by public transport .. …,2,delicious snacks and meals .. also easy to reach by public transport .. …,11,633776,,
456558,De Groene Olifant," Delicious food, very friendly place with fantastic staff. Extensive range of very tasty beers, so luckily easy to do with public transport ;) …",2,"Extensive range of very tasty beers, so luckily easy to do with public transport ;) …",17,243830,,
457612,van Kerkwijk," Nice place in the center of Amsterdam to eat. Although the presentation of the dishes has a positive impact, the flavors do not conquer. Prices shooting high and varied public between locals and tourists. …",4,Prices shooting high and varied public between locals and tourists.,10,445125,,
478744,Bagels & Beans IJdock,Great parking garage! Very spacious and easily accessible. Especially pre-booking via the internet is well organized. You can park a whole day in Amsterdam for 10 euros. What else do you want! …,6,Very spacious and easily accessible.,5,589720,,
478784,Bagels & Beans IJdock,Excellent parking garage where parking spaces can be reserved. Great base for a visit to Amsterdam Center around the Dam. There is no direct public transport from the parking garage. Amsterdam Central is within …,4,There is no direct public transport from the parking garage.,10,548736,,
478796,Bagels & Beans IJdock," Parking is very accessible and not far from the center of Amsterdam. Small distance that can easily be traveled on foot. Moreover, it was quite affordable thanks to the reduction cards (-50%). I noticed that the price …",4,Parking is very accessible and not far from the center of Amsterdam.,12,83160,,
478842,Bagels & Beans IJdock," Very handy to make a reservation, it was not expensive to park for 24 hours and plenty of space. This is located close to the center so no need to find a clutter of public transport. …",3,This is located close to the center so no need to find a clutter of public transport.,17,559735,,
478847,Bagels & Beans IJdock," Good, spacious parking spaces. If you book online (in advance) you will receive a discount! Easily accessible and close to Amsterdam central. …",4,Easily accessible and close to Amsterdam central.,7,230841,,
478984,Bagels & Beans IJdock," Recommended!
Easily accessible by car in Amsterdam and Amsterdam easily accessible on foot! …",3,Easily accessible by car in Amsterdam and Amsterdam easily accessible on foot!,13,230850,,
486830,Locals Coffee," The café is easily accessible to the public. The two of us immediately found a place. The food and coffee there is very good. However, the prices are at a high level. …",5,The café is easily accessible to the public.,8,101880,,
496165,Bistro De Carrékelder,A nice little opportunity to have a nice meal. Right next to Carré and easily accessible by public transport. Friendly staff and a small but tasty menu. Not suitable for the disabled …,4,Right next to Carré and easily accessible by public transport.,10,458048,,
497963,MOAK Pancakes - City Center,Yummy tasteful pancakes. The place is cozy and easily reachable by public transportation. Service is fast and the staff is friendly. Various sweet and savory pancakes. The pricing is reasonable for the service and food quality.,5,The place is cozy and easily reachable by public transportation.,10,526015,,
499857,Boi Boi,"The place is easily reachable by public transportation. Food is tasty, reasonably priced  and portions are decent. Fast service and friendly staff.",3,The place is easily reachable by public transportation.,8,526060,,
501951,Cafe Balkon," The cuisine is excellent, the service is good, the interior is classy, ​​clean. The location is very convenient, any transport. I like it when you see the kitchen, how the cooks work. Greetings and goodbyes in …",4,"The location is very convenient, any transport.",8,518377,,
510687,Snackbar Bobo,"I highly recommend this new place in town, one of the best hidden gems you will find while in Austin. Menu options are awesome, whether you’re planning a full meal or just a snack. Service is outstanding and the decoration will transport you to somewhere in between 1950 and 1970!",3,Service is outstanding and the decoration will transport you to somewhere in between 1950 and 1970!,17,463269,,
527305,VOC Caf√©,"a members club. Their VOC Cafe is open to the public for lunch - great selection, fast and friendly service - good value",2,"Their VOC Cafe is open to the public for lunch - great selection, fast and friendly service - good value",21,545472,,
531398,Mr. & Mrs. Watson," Enjoyed a lovely Christmas menu. The Wellington was particularly tasty. One tip: put what must be on the top on the packaging before transport. Now a jar of granola had opened. That wasn't so bad, but if it had been …",5,One tip: put what must be on the top on the packaging before transport.,15,427209,,
532179,Memories of India," Delicious food. A Garlic Narn that deserves its name. Operation is completely OK. Places to sit outside. As so often here in Amsterdam, of course, directly in the transport sector. …",6,"As so often here in Amsterdam, of course, directly in the transport sector.",15,174864,,
533586,Coffeeshop Happy Days,Excellent product and great service. Also easily reachable with public transport,2,Also easily reachable with public transport,6,156642,,
534569,Pata Negra,"One of the best restaurant in Miami. Authentic Spanish food, Authentic people. Chef interaction with the public is great.",3,Chef interaction with the public is great.,7,205834,,
547118,Limon," Nice place for a drink and certainly for good food. Good atmosphere, fresh public. …",3,"Good atmosphere, fresh public.",5,271199,,
548963,The Roast Room," Nice place for a drink with friends.
Menu offers sufficient choice to snack in between. Very friendly staff and easy to reach with public transport. …",4,Very friendly staff and easy to reach with public transport.,10,580816,,
551797,Argentijns Steakhouse Castillo," Excellent establishment. The decoration and the atmosphere transport us to Spain, the staff is very friendly, and above all the tapas menu is varied and of very good quality. …",3,"The decoration and the atmosphere transport us to Spain, the staff is very friendly, and above all the tapas menu is varied and of very good quality.",29,504982,,
560415,Cannibale Royale Ruysdael," Great place with very delicious dishes. Attractively furnished. Nice personel. For each dish there is an individual recommendation to drink. The price is appropriately raised, the location is pleasant to reach on …",5,"The price is appropriately raised, the location is pleasant to reach on …",13,528135,,
570767,Little Saigon,"I always get the raw beef Pho!!!!!1! Cozy, public transport-esque atmosphere. Avocado shake is 👌🏼👌🏼💯",3,"Cozy, public transport-esque atmosphere.",7,214617,,
575243,Amstelhoeck,"Easy menu, wide public/audience, very accessible for tourists. Enjoyable!",2,"Easy menu, wide public/audience, very accessible for tourists.",12,231061,,
746,House of Watt,"Good atmosphere and nice drinks.
They have weekly evenings (table games, activities...) with dutch tematic.
Verey enjoyable and perfect for afterwork",3,Verey enjoyable and perfect for afterwork,6,576604,,
1248,McDonald's,"Cold, blend, boring. High cost, no passion when making it.",2,"Cold, blend, boring.",5,209046,,
1262,McDonald's,Aweful service. Any monkey can run a McDonald's better than these people...,2,Any monkey can run a McDonald's better than these people...,12,172991,,
1458,McDonald's," What a bad McDonald's. Staff is unruly, refuse to give drink. Received wrong order twice. Really a low point here in Amsterdam. …",5,What a bad McDonald's.,6,127452,,
1594,McDonald's," I never eat MCDONALD'S !!


I eet nooit MCDONALD'S!!",3,I eet nooit MCDONALD'S!,7,324108,,
2464,Singel,"Arguably the finest meal I've ever eaten. Inventive, subtle and challenging. A wonderful experience",3,"Inventive, subtle and challenging.",5,354655,,
3387,Locanda," Warm welcome, pleasant setting and most importantly: very tasty cuisine, presented in a very elegant way. All for a reasonable price! Super address! : D …",4," Warm welcome, pleasant setting and most importantly: very tasty cuisine, presented in a very elegant way.",19,123799,,
4598,il Palio,We were only 2 minutes over our reservation time and they gave our table of 8 to a walk in. That’s just outrageous! You better be 5 minutes early to this spot if you have a reservation or you may just end up scrambling to find a spot last minute!! Seriously it’s just ridiculous! Never again..,5,That’s just outrageous!,5,492782,,
4640,il Palio,"Engaging, fun, totally competent staff plus a killer menu and beautifully prepared food make this rather mundane venue well-worth visiting. I've eaten here a dozen or so times and always leave very happy. Somewhat expensive, but worth the price.",3,"Engaging, fun, totally competent staff plus a killer menu and beautifully prepared food make this rather mundane venue well-worth visiting.",24,232418,,
4710,Puri Mas Indonesisch Restaurant,"Rijsttafel, Indonesia's answer to the degustation menu. Just brilliant and done beautifully at Puri Mas. The food is tasty, the service is amazing, the location is right in the centre and the atmosphere is very upbeat. I know its not local, but I'm glad is strayed away.",4,Just brilliant and done beautifully at Puri Mas.,8,369970,,
4750,Puri Mas Indonesisch Restaurant,"Visited as family of 4. First experience of Indonesian food. Very impressed. We tried the level 1 rijsttafel.  Excellent food.  Excellent service.
Food was hot, tasty and plentiful. Decor lovely . Ambience great. Highly recommended",10,"Food was hot, tasty and plentiful.",7,256241,,
4781,Puri Mas Indonesisch Restaurant,"My family had a meal here when on our travels round Holland. The meal was excellent, both in quality and value for money. Sooo Tasty!  The servics was very thoughtful and friendly. All round it was a very pleasurable dinning experience.",5,The servics was very thoughtful and friendly.,7,535135,,
5362,Café-Restaurant Dauphine," Chic tent, where the working 'upper class' eagerly linger. It has a 'grand café allure, so it's a bit massive. But you get more restaurant feeling than cafe feeling. Exudes tightness, not necessarily cosy, it's just …",4,"Exudes tightness, not necessarily cosy, it's just …",11,244407,,
5448,Café-Restaurant Dauphine," Food is ok, coffee is often tepid. Operation is slow and uninterested. Especially in the evenings it is often impossible to order a drink at the bar. Ideal for business lunch or appointment, because of the parking …",4,Operation is slow and uninterested.,5,429196,,
7242,Cobra Caf√©,Nice location. Shame about the toilets. It looks like fort knox! Including surveillance! …,5,It looks like fort knox!,6,359431,,
10604,Rijsel,"A modest yet outstanding restaurant where the unpretentious food is the hero. It’s perfect for a smart casual meal, the interiors homely, warm and inviting. It was one of the first restaurants I visited in Amsterdam and remains one of my absolute favourites.",3,A modest yet outstanding restaurant where the unpretentious food is the hero.,12,145662,,
12069,De Nieuwe KHL," Nice fairly authentic restaurant with excellent cuisine and friendly service. It is a bit off the route, at the terminus of bus 65 and tram 7, but worth a visit for dinner. …",3,Nice fairly authentic restaurant with excellent cuisine and friendly service.,10,72645,,
