,Name,Sentiment,Text,Label
285304,Ellis gourmet burger,negative,When we went the next day it was pretty slow so we were expecting it to be pretty quick.,0
403268,Cafe Piazza,positive,(Translated by Google) Separate gluten-free menu  Enjoy your meal …,1
366733,Cuddle,positive,"The owner was very friendly, received us in a good mood in German ..",1
508232,Any Thaim Delivery,negative,Called.,0
73527,Ramen-Kingdom,positive,A ramen worthy of the 'Ramen-Kingdom' name.,1
161417,G's,positive,"Thanks, Gs!",1
24646,Café 't Papeneiland,positive, We had apple pie/cake/danish at every city on our cruise and this is the best.,1
483585,Tarbush,positive,We love everything we’ve tried.,1
489699,The Seafood Bar,positive,Friendly service.,1
435388,Cannibale Royale du Nord,positive,Noisy loud music …,1
601458,Coffee Roastery,positive,(Translated by Google) Great coffee and friendly staff.,1
585159,Kashmir Lounge,positive,nice place,1
614563,Hap Li,positive,good,1
647377,van Kerkwijk,positive,"(Translated by Google) Small Dutch cuisine restaurant where you can not book, so you have to wait before you sit down.",1
69190,Wildschut,positive,…,1
424245,Pasta Pasta,negative,"Poor organization, food very mediocre and staff also …",0
547091,Yo yo!,negative,This wasn't the case.,0
752274,Mr. & Mrs. Watson,positive,"(Translated by Google) Such good delicious dishes, this restaurant is a showcase for vegan food and is also reasonably priced …",1
509834,Bulls and dogs,positive,They have an option to pair a beer + sausage for an easier pairing.,1
126290,Pompa Tapas Bar,positive,Nice service.,1
88949,New York Pizza,negative,(Translated by Google) Hey sorry but I ordered 2 of 25cm pizza for only € 14.99 I didn't like it because there was almost nothing on it and I had called 2 hours from Vooren I took a photo before …,0
669290,China Si Chuan Restaurant,positive,"Wow, very authentic - great variety and quality - good portion sizes.",1
793898,The Cottage,positive,(Translated by Google) Scones and Irish food.,1
621985,Cafe Het Paleis,negative,And I'm still waiting..,0
349182,Castell,positive,Best ribs in Amsterdam,1
575863,De Bakkerswinkel,negative,…,0
193909,Dignita Hoftuin,positive,"Fabulous place, friendly, lively, great staff and gorgeous food.",1
12382,Amstelhaven,negative,"(Translated by Google) Location is great, but a missing toilet seat and a loose tap I can not really place in a restaurant ...",0
327242,Blauwe Engel,positive,"(Translated by Google) Great food, friendly staff and delicious in the sun.",1
308647,Basilico,positive,"Nothing too fancy, but everything's simply great.",1
459618,'t Mandje,positive,…,1
354568,Vegan Junk Food Bar,positive,i cried,1
696258,Dante,negative,"(Translated by Google) 3.70 for a vase; ridiculously expensive and certainly not a normal price for a beer in the ""center of Amsterdam"".",0
379274,De Bajes,positive,"(Translated by Google) Excellent cuisine, friendly staff, original setting.",1
480315,De Tropen,positive,Great apple cake and nice place to meet.,1
417912,Coco's Outback,negative,"If you feel like karaoke and shots, this is the place to be.",0
806532,Foeders,positive,Very small and cozy place with high quality sour beers in the fridge.,1
197930,Tanuki,negative,What a bad food.,0
315203,Hasta la Pasta,positive,Fast and good  Italian food.,1
681118,La Piazza,negative,From the beginning that we came in.,0
635149,Lime Bar,positive,"New location, still solid hang out spot! Grab some craft brews and nachos .",1
389460,Maximus Steak House,negative, (Original) …,0
547936,Rijks,positive,Lovely place with very well trained staff.,1
163959,Paul's Burgers,positive,…,1
72170,Indrapura,positive,"(Translated by Google) Great welcome, excellent choice and wonderful cuisine  (Original) …",1
129075,San Tommaso,negative,"the courses were over-done,and the food was quite plain.",0
103735,La Zoccola del Pacioccone,negative,"(Translated by Google) Tasty pizza (different from the average pizza in NL), nice service, but a shame they don't sell Heineken or Brand because the Italian craft beer was not worth opening.",0
179277,Elkaar,positive,very cost place with excellent food & service.,1
540624,Dunkin' Donuts,positive, (Original) …,1
253484,De Ysbreeker,negative,(Translated by Google) Have not been  (Original) Niet geweest,0
354710,Vegan Junk Food Bar,positive,The selection is very good.,1
55281,Alberto Pozzetto,positive,"the girl was really intrested to her phone and not to answer my questions that she dismissed quickly with a word or 2 max.get someone that like the job, good looking isnt all u need.",1
42274,Cocotte,positive,Nice ambiance and very friendly staff.,1
573374,Cafe Koosje,positive,(Translated by Google) Very good and abundant food  (Original) Comida muy buena y abundante,1
270819,Café Luxembourg,positive,(Translated by Google) Always worth a visit  (Original) Immer ein Besuch Wert,1
398777,Schuim,positive,(Translated by Google) Beautiful decor nice atmosphere  (Original) Beau décor ambiance sympa,1
267706,Madam Pancake,negative,"In fact, I found the savoury toppings to be inedible.",0
718149,Sham,positive,…,1
764683,Steakhouse Pizzeria Bos en Lommer,positive,This is the best spot in the area for kapsalon.,1
799507,Mas Tapas,positive,As for those that think the prices are high (and portions small) don't ever come to the SFBA.,1
482197,Het Zwaantje,positive,Staff is super friendly and welcoming - English menu available!,1
370273,Mr Porter,positive,And the meat was amazing.,1
578719,Pendergast,positive,"Delicious, wonderful, great staff, super food, saved my thanksgiving! ❤️",1
9904,Cobra Caf√©,positive,The place is right there for you after visiting the museums.,1
354796,Vegan Junk Food Bar,negative,"However, the french fries (Fritzsche) made from various kinds of potatoes were very delicious.",0
219725,La Vaca Argentijns Grill,negative,"Tourist trap: Worst steak on the grill guaranteed, very expensive, tacky menu's, stuck up waiter and waitress and food has no taste, Do not approach!",0
613935,Café Tabac,positive,Lovely little bar with great bartenders.,1
582882,LELY,positive, (Original) …,1
506455,Caf√© Fest,negative,(Translated by Google) Zero Corona check.,0
303152,Boulevard Cafe,positive,Fried chicken dinner...,1
56686,Hartje Bos,negative,"Friendly and helpful owner sold me a homemade curry, but unfortunately it was disappointing.",0
737946,De Belhamel,positive,Great service.,1
39895,Pilsvogel,negative,"Ordinary bar in Amsterdam, you'll find several of these.",0
174065,Royalvis & Traiteur,positive,(Translated by Google) You will never hope for better seafood in your life  (Original) …,1
699099,Royal Thai,negative,Prices are high for the quality you receive.,0
807954,Barney's Lounge coffee shop,positive,(Translated by Google) Very well received  (Original) Très bien reçu,1
687474,Pannenkoekenhuis Upstairs,positive,"Great food, best pancakes in Amsterdam.",1
686755,Pannenkoekenhuis Upstairs,positive,Lovely little restaurant specialised in Pancakes obviously.,1
464399,Cedars,negative,"(Translated by Google) Small portions, drink in small glasses.",0
596606,Little Thai Prince,negative,Average,0
496628,Sluyswacht,positive,Good cafe place,1
204137,BoerGeert,positive,(Translated by Google) Sooooo good food  (Original) Heeeeel lekker eten,1
70488,Coffeeshop Ibiza,positive,"Prices are not the cheapest, but they do have decent deals and their cheapest stuff is pretty good too.",1
799048,Mas Tapas,negative,"Great service, very professional waiters.",0
717150,Bread and Salt,positive,Good,1
242837,Antonio's Restaurante,positive,So many great things at the market.,1
538874,Hakata Senpachi,positive,Coming back soon...,1
251388,Café Mulder,positive," It's a very friendly and welcoming place, and the …",1
775346,Pata Negra,positive,Great variety of food,1
109604,Peper & Zout,positive,The staff are friendly.,1
584995,Kashmir Lounge,positive,Certainly an unique place with all kinds of people you can meet up with :) Maybe not the best for a first-date though ;),1
600029,Pancake Corner Restaurant,positive,Complements to the chef.,1
200942,Cafe Van Zuylen,positive,Good beer and snacks and nice service.,1
604327,New Dutch,positive,Superb!!! …,1
125277,Pompa Tapas Bar,positive,"My cousin and I ordered some serrano ham, coffe, and hot chocolate and all of them were delicious.",1
50411,Luciën’s,positive,Amazing,1
459220,Eet cafe Sonneveld,positive,"(Translated by Google) Great food, very helpful staff, the owner took great care of us, a pleasant atmosphere! …",1
501196,Senses,positive,Good job guys.,1
4306,Perla di Roma,negative,(Translated by Google) Outdated interior from the 90s.,0
293815,Rainbowl,positive,Best in town!,1
239177,Butcher's Tears,positive,Great for enjoying craft brews in the sun in spring/summer.,1
282708,Lotti’s Dinner,positive,The food is more on the side of American hipster food.,1
85090,Strandzuid,positive,"Many ""just new"" employees ....",1
412303,Siberië Coffeeshop,positive,I hope it always remains so 🤩 …,1
445621,Corner Bakery Amsterdam,positive,A perfect place for a slow brunsh in the sun with good friends.,1
490571,Tisfris,positive,"Quite busy, small cafe near Rembrandt museum.",1
91451,Koffie Academie,positive,"Had a super good iced latte served by a wonderful barista! Amazing quality and the price is (relatively) cheap, I payed €3.50 for my latte with oat milk.",1
30601,Baret,positive,A quick snack is no problem.,1
248473,George W.P.A.,positive,A little bit overpriced and we did not get fresh salad on the plate.,1
476281,"Ristorante ""Il Primo""",negative,Our server got our drink and food order wrong and we …,0
726320,Wolf Atelier,positive,Location is great.,1
30149,Eastwood Coffeeshop,positive,Best in the city,1
403502,Cafe Piazza,positive," (Original) Goed eten, goede service.",1
270848,Café Luxembourg,negative,(Translated by Google) Faded glory  (Original) Vergane glorie,0
805006,Cafe Walvis,positive,"Great atmosphere, staff are lovely and chilled.",1
266494,Caf√© Krull,negative,(Translated by Google) Nice place! It sometimes takes a long time before you are served.,0
457724,Eet cafe Sonneveld,positive,"Awesome hospitality by the staff, the environment was cozy but not cramped and the food was great! Highly recommended.",1
516360,L'Osteria,positive,"The food is delicious, the size of the pizza is good.",1
207394,La Boca,positive,(Translated by Google) Tasty and priced ok for downtown location  (Original) …,1
436604,Mulligans,positive,"Best Irish pub in Amsterdam, lovely owners!",1
195163,Pastini,negative,…,0
525723,Het Bosch,negative,Or are my expectations getting higher?,0
682899,The Jolly Joker,positive,(Translated by Google) Very attention is paid  (Original) Muy vuena la atención,1
237368,Coffeeshop Papillon,positive,"(Translated by Google) Located a bit away from the most touristic areas, this coffeeshop nevertheless offers an excellent menu and quality products.",1
806286,La Santa Maria,positive,(Translated by Google) Very well  (Original) Heel goed,1
445601,Corner Bakery Amsterdam,positive,Try this place if you want to drink something unique like unicorn choco.,1
723831,Café Karpershoek,negative,Ok,0
434275,Cannibale Royale du Nord,positive,Great restaurant for those who like meat ! But they also have a vegan burger.,1
808751,Little Saigon,positive,The vegetarian pho was really tasty and really vegetarian 👍,1
763176,Greenwoods,negative,"Very cramped in the restaurant, the door is constantly open.",0
348742,Castell,positive,Love the complimentary smoked bread.,1
642412,Bammy's Wok,positive,Food was delicious and lots of options.,1
164081,Genroku,positive,…,1
223889,Rosalia’s Menagerie,positive,The other chap in the kitchen.,1
788294,Pizza Heart Bar,negative,There are places equally as good with good service,0
150907,Ethiopisch restaurant Addis Ababa,positive,Recommended! …,1
760218,The Bulldog Rock Shop,positive,(Translated by Google) A small but charming place.,1
778673,Blauwe Theehuis,positive,Interresting place for some beer and Pizza.,1
241411,Spaghetteria Pasta Bar,positive,I wish Pamela had a location in OC.,1
631167,Bakers and Roasters,positive,(Translated by Google) Perfect  (Original) Perfekt,1
159175,Greenwood Keizersgracht,positive,"Tasty food, friendly people.",1
80087,Cafe Brecht,positive,"A reasonable collection of beers, and very basic snack food.",1
367996,Casa di David,positive,He appeared inattentive and …,1
266726,Pacific Parc,negative,Food and drinks are slightly overpriced and nothing.,0
38634,Mi Lobie,positive,"Nice people, and I think that's important.",1
549908,The Flying Dachman,positive,"Easily the best cocktail bar I have been to for a long, long time.",1
519479,Irish pub St. James Gate,positive,(Translated by Google) Good place for drinks.,1
82322,La Rive,positive,Also if you …,1
605386,De Pizzabakkers Plantage,positive,One of the best pizzas in Amsterdam,1
110826,Bocca Coffee Roasters,positive,"Nice interior, friendly staff, and most importantly: great coffee at a good price.",1
346603,De Rode Laars,positive,…,1
497638,TerraZen Centre,positive,"You get the impression that it's a family run restaurant and their food comes straight from their own family dinners, it's awesome.",1
482242,Het Zwaantje,positive,"Great food, friendly service.",1
525015,Mata Hari,positive,"Nice music, good atmosphere ...",1
50914,Maoz,negative,I paid with a €20 note.,0
372353,Na Siam,positive,Great host.,1
692333,Black and Blue,positive,…,1
17044,Senses by Lard Bertelsen,positive,…,1
812179,Mastino,positive,"Best pizza, good beer, nice people!🍻",1
430002,De Engelbewaarder,negative,We have been waiting already 30 minutes or more...,0
106262,Mastino,negative,Last night I ate at their new (?) Location and it wasn't good.,0
141687,tomo sushi,positive,Really fresh sushi.,1
615246,The Queen's Head,positive,"And they're really friendly, also to hetero visitors.",1
235614,At the park,positive,Great park for dog owners!,1
459071,Eet cafe Sonneveld,positive,Good food Comfortable / Nettes Team.,1
733260,Coffee Room,positive,Gezellig!,1
103793,La Zoccola del Pacioccone,positive,"Italian DOC staff that welcomes you only as we know how to do! 10, praise and mention! …",1
136476,Vandaag,negative,Very busy and noisy.,0
554146,Renato's pizzeria,positive,They deliver locally which is a plus.,1
470496,Toscanini,positive,Italian food over popular ..,1
362380,Pasta Factory,positive,"(Translated by Google) Very tasty, not expensive and simple! I advise!  (Original) …",1
228477,Shiki,positive,Fast service.,1
528920,Mama Dough,positive,Great pizza,1
308453,Eetcaf√© 't Pakhuis,positive, (Original) Sıradan ama sıcak bir yer.,1
517057,L'Osteria,negative,"Really a shame, you could have earned a lot …",0
345864,Mas Tapas,positive,Favorite restaurant in Charlottesville! Food is fairly priced and always delicious.,1
590583,De Brabantse Aap,positive,Classy place with good drinks and good food,1
290700,Casa del Toro,positive,Great addition to the neighborhood.,1
298497,Wynand Fockink,positive,Absolutely wonderful.,1
727262,Kam Kee,positive,My favorite is bean paste fried noodles and steamed soybeans with spare ribs.,1
96286,Box Sociaal,positive,"Exceptionally eaten and for anyone who would like to eat something special, just go and be surprised.",1
536615,Café Cómodo,positive,Would recommend.,1
229490,Hoppa!,negative,I booked two transfers within 2 weeks of each other.,0
619577,Meet & Eat,positive,Friendly staff.,1
625665,Superskunk,positive,Just perfect for chilling & smoke,1
504761,Pepenero,positive,I can’t wait to go back! Great service as well.,1
109551,Peper & Zout,positive,Was delicious again.,1
416847,Coco's Outback,negative,Popular place to watch games.,0
536315,Coffeeshop Vondel,positive,Customer service 10/10 Ambience Music:10/10  10/10 Mary Jane 10/10 - you can smoke strawberry pre-rolls all day and still get about the city.,1
353594,Vegan Junk Food Bar,positive,Awesome place! Had a burger and and the loaded fries which were amazing.,1
712915,Cafe Balkon,positive,(Translated by Google) A good place.,1
229185,Phutakun,positive, (Original) …,1
563905,Tjing Tjing,positive,We enjoyed our dinning experience so much.,1
101457,Oresti's Taverna,negative,Mediocre food,0
197680,Tanuki,positive,Very good Japanese Restaurant.,1
31934,Café van Daele,positive, (Original) …,1
212592,Enoteca,negative,Going somewhere else.,0
117233,La Vi√±a,positive,HOLLAND  (Original) Non male per essere i.,1
210940,Lalla Rookh,positive,The staff is quite friendly.,1
37441,Café 't Loosje,positive,"(Translated by Google) Nice atmosphere, there is a lot going on! The prices are a bit high, but in my opinion it's worth it.",1
589359,Stork,positive,The list of good things about this place is endless.,1
322137,Ku,positive,Delicious and very good service.,1
380234,Asian Kitchen,negative,(Translated by Google) Disappointed.,0
603359,New Times coffeeshop,positive,Our favourite coffeeshop in Amsterdam!,1
618548,Meet & Eat,positive,"It’s an A+, wow so good.",1
276835,Café Verhoeff,positive,"Cozy, welcoming bar.",1
641919,De Balie,negative,(Translated by Google) Way too expensive for that old gang  (Original) …,0
739280,The Poolbar,positive,Chillen...,1
270314,Café Luxembourg,positive,(Translated by Google) The inside of the store is quite large.,1
645776,van Kerkwijk,positive,Each course was delicious.,1
313629,Caf√© Van Puffelen,positive,…,1
813613,Caffe Il Momento,negative,"I don't mind a wait, but if they forget your order and don't even apologise then it's hard to give any rating but a one...",0
304165,Boulevard Cafe,negative,The food it's ok service not so good,0
755505,Pata Negra,positive,Luch or Dinner and envents with flamingo dance shows at night,1
139763,Boca's Park,positive,Good location for lunch on a sunny day.,1
478960,Bhatti Pasal,positive,(Translated by Google) Wonder of flavor and very very well priced.,1
237211,Coffeeshop Papillon,positive,"An awesome, little coffee shop with young and friendly service.",1
130365,La Cubanita,positive,…,1
20655,L'arco Pizzeria,positive,"(Translated by Google) Nice staff, nice and good and plentiful appetizer, good pizza …",1
718993,De Duvel,positive,Wonderful experience! The staff was so kind and helpful.,1
177611,"Bagels & Beans Amsterdam, Bos en Lommerweg",positive,…,1
321021,Nam Kee,positive,Recommended.,1
7922,Café-Restaurant Dauphine,positive,(Translated by Google) Nice atmosphere but meat was mediocre.,1
519786,Spelletjescaf√© 2 Klaveren,negative,The worst service possible in this place.,0
807496,Barney's Lounge coffee shop,positive,friendly helpful nice coffee...,1
371728,Al Argentino,positive,We had great time.,1
249096,Presidente,negative,They did not call.,0
369257,Paloma Blanca,negative,Can't recommend it and it is not a host that fits in with …,0
283871,Koffieschenkerij,positive,"If you love variety of cakes, loafs and granola and of course tasty drinks, tea and coffee you will love here",1
192225,Ristorante Italiano Gustatio,positive,(Translated by Google) Excellent  (Original) Uitstekend,1
266717,Pacific Parc,positive,nachos so good i felt pregnant,1
429494,Sal Gorda,negative,(Translated by Google) Tapas originalsimas ...,0
651780,St George,negative,avoid restaurants with Egyptian staff.,0
214135,Hummus Bistro D&A,positive,"Hey im the head chef there , really good and fresh food made in the kitchen every day , open kitchen , feel free to come inspect it yourself 😁",1
359021,Shahjahan Indian restaurant,positive,(Translated by Google) Delicious another absolutely authentic  (Original) …,1
781946,Whiskycaf√© L&B,positive,"Also for the people who have less knowledge and are not real whiskey drinkers, the bartender knows how to find a nice one.",1
721038,Het Monumentje,positive,Delicious apple pie.,1
731255,Porto Carrara,positive,"Come back here again and again, …",1
85486,Kama Sutra,positive,Best Indian of Amsterdam.,1
437611,De blauwe Hollander,positive,"Thank you, will certainly come again",1
182666,De Ebeling,positive,Between 20-35  (Original) …,1
468487,Buongiorno Espressobar,positive,Very decent prices.,1
72391,Kade West,positive,"Good beer, gorgeous view",1
196116,Drovers dog,positive,Couldn't really ask for anything better,1
467339,Meat & Greek,positive,"Great and authentic greek food, definitely recommend it.",1
246179,Chitir Chicken,negative,I sincerely think that this gentleman should follow a …,0
148531,Ron Gastrobar Oriental,positive,"Service could be a bit more organised, but still very friendly and professional.",1
409403,Dolce & Gelato Bio,negative,Got kicked out as soon as I bought a waffle and a coffee because the owner wanted to close up for the night.,0
64635,De Engelse Reet,positive,Very gezellig.,1
132651,THT,positive,They even do a good range of gluten free alternatives as well,1
23421,Rembrandt Corner,positive,Die Portionen waren angemessen und der Geschmack war klasse.,1
673018,cafe helmers,positive,"(Translated by Google) Friendly, well attended, downtown.",1
31041,Par Hasard,positive,Awesome atmosphere and friendly service at reasonable prices for Amsterdam.,1
33474,George Marina,negative,(Translated by Google) Wannabee magnet ...,0
255949,Nam Kee,positive,But the food is worth it.,1
423847,Pasta Pasta,negative,If I order through UberEats is precisely because I DO NOT HAVE TIME to pick it up!,0
337748,De Biertuin,positive,"(Translated by Google) Top Toko tasty beers, nicely laid out all the way poppie de poppie.",1
136725,Vandaag,positive,"(Translated by Google) Nice,  (Original) Leuk,",1
720844,Envy,positive,"(Translated by Google) Surprising cuisine, wines with a hospitable service.",1
643200,De Japanner,positive,Such good food! Best place for late night meals.,1
249888,Small World Catering,positive,"Wrong sandwiches, but the Small World Catering team personally ensured that the right sandwiches were delivered.",1
647920,van Kerkwijk,positive,…,1
249034,George W.P.A.,negative, (Original) …,0
650445,Jimmy Woo,negative,Delicious danced.,0
65171,Hans en Grietje,negative,because was tasteless as well.,0
595344,Burger King,negative,Super bad experience with customer service.,0
193552,Dignita Hoftuin,positive,I observed people leaving in frustration which is unfortunately a lost opportunity.,1
805946,Het Mandelahuisje,positive,"(Translated by Google) Top spot, a quiet place with a fantastic view so close to all the bustle of the city.",1
760489,The Bulldog Rock Shop,positive,(Translated by Google) I recommend a great place!  (Original) Polecam świetne miejsce!,1
268263,Madam Pancake,positive, (Original) …,1
110477,Bocca Coffee Roasters,positive,"Will be back, thanks guys",1
312346,The Chicken Bar,positive,"(Translated by Google) The chicken is cooked superbly! The two of us ate two “starters”, that is, even without the main course …",1
243200,Antonio's Restaurante,positive,Beautiful romantic dinner.,1
304678,Baires Empanadas,positive,You won't find better empanadas anywhere in Amsterdam.,1
579242,Pendergast,positive,Bit boring decor.,1
406713,JAMe,negative,"Very bad treatment and communication towards employees, avoid employment by them!",0
228092,Cafe Chris,positive,Friendly service,1
493413,Kanis en Meiland,positive,…,1
369389,Bosco,positive,Ate breakfast there two times and was really good.,1
771223,FEBO,positive,(Translated by Google) Always tasty  (Original) Altijd lekker,1
738566,De Belhamel,positive,"When you enter, you immediately have the idea that you are entering a tent in France, but then in the 1920s! We shared the foie gras and the …",1
597931,Greenwoods,positive,A bit slow service but very high quality!!!,1
643556,Coffeeshop Topweazle,positive,And it was well worth it! …,1
601118,Coffee Roastery,positive,Lot’s of families and couples coming.,1
554476,Renato's pizzeria,positive,It's really nice Taste is perfect 😉😁👍👍,1
613157,IJssalon IJskoud de beste,positive,(Translated by Google) The name speaks volumes.,1
229291,Hoppa!,negative,By far the worst customer complaint service I have encountered! Avoid this company if you can!,0
304680,Baires Empanadas,positive,Super nice vibes and a beautiful space – highly recommended.,1
537100,Café Scharrebier,positive,…,1
231849,Little Collins,positive,Not as crowded as other brunch places,1
368286,Casa di David,negative,Horrible food and even worse service.,0
724333,Snackbar Bobo,positive,"Fries weren't that good, but not bad, but in general the food was very …",1
600307,Libertine,positive,Definitely going back!,1
719314,De Duvel,positive,Can many restaurants learn something …,1
546631,Saffraan aan de Amstel,positive,(Translated by Google) We had a nice dinner at Saffron.,1
500114,Song Kwae,positive,Really good food and service.,1
695624,De Roode Leeuw,positive,(Translated by Google) Awesome!!!!!!!!!!  (Original) Geweldig!!!!!!!!!!,1
52613,J.D. William's Whisky Bar,positive,"Great whiskey, great service and great food.",1
480707,Bar Americain,positive,Great staff and delicious food.,1
42989,Vegan junk food bar,positive,Awesome vegan food.,1
770642,Caf√© Maxwell,positive, (Original) …,1
60829,Roopram Roti,positive,Best Surinamese toko in Amsterdam.,1
686107,​Tales & Spirits,negative,Nice place but bad service,0
70,Ellis,positive,"Great place, great lunch menus, burger was tasty, service and an atmosphere that makes you want to come back again",1
475180,Momo,positive, (Original) …,1
264352,Poesiat & Kater,positive,(toilet door lock and if something is not there - cheese board - says it neatly instead of giving …,1
217594,Dwaze Zaken,negative,The waiter was so rude we left before getting anything.,0
710945,Billy's Thai Restaurant,positive,Service friendly and quick.,1
722632,Azzurro,positive,(Translated by Google) Fast and friendly service  (Original) Nopea ja ystävällinen palvelu,1
44769,Caf√© Monico,positive,"Great good food and service, lovely atmosphere",1
38073,Coffeeshop La Grotte,negative,Forgot a drink when the coffee was almost empty.,0
391903,Ali,negative,"The lamb was quite good, but even my girlfriend who doesn't eat a lot was starving after our lunch, which cost 31€ incl.",0
1630,McDonald's,negative,"(Translated by Google) It was very hot inside and the kitchen floor was not clean, lots of paper lay on the floor …",0
20713,L'arco Pizzeria,positive,Friendly and professional staff ....,1
651020,Caf√© Emmelot,positive,Very nice place to sit and have a few drinks in amsterdam.,1
551756,De Laatske Krumel,positive,A shame they use so much disposable plastic (even not for take away).,1
762681,Greenwoods,positive,Take the English breakfast to get the full flavor.,1
536744,Café Cómodo,positive,Lovely food and lovely service.,1
119071,Restaurant Shiva,positive,Chicken tandoori mix was a very pleasant experience!,1
322054,Ku,positive,"Ku Kitchen might just be my favorite restaurant in Amsterdam! The food, drinks, and atmosphere are unbelievable and the prices are exceedingly reasonable relative to other Japanese restaurants in the city and for the taste of what you're …",1
276584,Pastis,positive,Love the place .,1
779420,Vascobelo,negative,…,0
499128,Lion Noir,negative,At the end the lever was served with the main course.,0
16282,Big Shots,positive,Cozy bar where you can drink and smoke.,1
524928,Mata Hari,positive,Very pleasant..,1
714791,Little Collins,positive,One of my favorite spots in this neighborhood.,1
98158,Miu,positive,"Would certainly visit again, as sushi was good quality.",1
6678,Café-Restaurant Dauphine,negative,Good place to meet friends or colleagues for drinks but would not recommend for food.,0
665143,Arles,positive,"Interesting wines, good presentation and service.",1
217879,Dwaze Zaken,positive,Friendly waiters but unfortunately a bit slow service.,1
82786,Het Elfde Gebod,positive,Amazing Belgian beer selection in bottles and a great list on tap.,1
327835,Oedipus Brewing,positive,Very good prices but the service is not the best - worth going anyways.,1
258168,Eetcaf√© Blauwbrug,positive,At stumbling distance of Stopera and Carré.,1
290724,Casa del Toro,positive,"Great tacos, and I loved the backyard garden for outdoor seating!",1
780679,Long Pura,positive,"A delicious discovery, I recommend! …",1
543840,Tia Rosa,positive,Don't forget to drink the sangria (white or pink) with it.,1
206010,hemelse modder,positive,(Translated by Google) Excellent hotel close to the airport.,1
712989,Cafe Balkon,positive,…,1
663659,Kantjil & De Tijger,positive,Service was good.,1
506240,Freud,positive,(Translated by Google) Great food and nice atmosphere  (Original) Heerlijk eten en leuke sfeer,1
333079,Sugar & Spice,positive,Very yummy! It's a staple in Cambridge! Must go.,1
814044,Coffeeshop Betty Boop,positive,Wide choice of Heu ....,1
486364,Cafe Vrijdag,positive, Will definitely be going back soon.,1
290887,Bloemers,positive,Cozy place with both friendly staff and a cat,1
623248,Sir Hummus,positive,(Translated by Google) Delicious eaten!  (Original) Heerlijk gegeten!,1
736097,Meatless district,positive,"It was delicious, the kimchi burger was so tasty and juicy! Loved it",1
541290,Vascobelo V-bar,negative,"However, we ordered a Poke Bowl and had to order 3 additional servings of bread...",0
433699,Tashi Deleg,positive,"Wow! Had an amazing dinner there! The staff is unbelievably sweet and polite, the atmosphere is really authentic with the amazing Tibetan decorations and music in the background …",1
703397,Havelaar Caf√©,positive,atmosphere is cozy ..,1
298017,Meram Burger,positive,(Translated by Google) Very satisfied with breakfast.,1
768727,Starbucks,negative,…,0
742038,Wildernis,negative,"(Translated by Google) Nice case, but very bad service while the plants are overpriced! I bought my first plant here last week, seller was ""fine"", but not enthusiastic …",0
808462,Little Saigon,negative,Total dinner time was 1.5hr waiting for 3 dishes.,0
237791,Caf√© Oporto,positive,…,1
742893,Take Thai,positive,…,1
472689,Brasserie Flo,positive, (Original) Bon repas.,1
346794,Caf√© Karpershoek,positive,Great place to stop fir a cold drink and people watch.,1
284494,Koffieschenkerij,positive,(Translated by Google) Homemade super tasty apple pie had ..,1
695133,PomoRosso,positive,(Translated by Google) Good attention and food  (Original) Buena atención y comida,1
170066,il Sogno,positive,"Small, nice place with excellent Pizza.",1
570545,Pancake House,positive,Delicious Traditional Dutch Poffertes!  Great service and well reccomend in Amsterdam!,1
584798,Alchemist Garden,positive,(Translated by Google) Great for vegans and healthy eaters  (Original) מעולה לטבעוניים ואוכלי הבריא,1
185585,Fondue & Fondue,positive,"Very limited seating, very friendly staff who both cook and wait and give great suggestions and take great pride …",1
314243,De Nieuwe Poort,positive,…,1
575739,De Bakkerswinkel,positive,"Nice informal, tasty brunch place!",1
288000,Dragon City,positive,"Food is average - if you been to Chinese restaurants in US, you'll know this Chinese food is tailored for the Caucasians.",1
127747,Pacifico,negative,Food is a bit greasy and the stakes are raw even if you order medium.,0
268926,Izakaya,positive,(Translated by Google) Delicious 7 course menu from the chef.,1
801149,Wok to Walk,negative,Staff weren't so nice but food portions were good.,0
804090,Brasserie SenT,positive,…,1
452924,Lotti‚Äôs Dinner,negative, (Original) …,0
21606,Le Pain Quotidien,positive,Pretty nice place.,1
174924,Hoogendam,positive,"The burger was delicious, the sweet potatoes were amazing with fast service.",1
316425,Graham's Kitchen,negative, (Original) …,0
279685,KFC,positive,Consistent kfc,1
246147,Chitir Chicken,negative,Really a winner.,0
703867,shah jahan,positive,"The spicier Chicken Tika was a bit oily, we assume they used a spicy oil because the mild version had no oil.",1
418960,WG Cafe,positive,"Decent food, very nice terras",1
23833,Caf√© Sloterplas,positive,"Walking, running, cycling, sailing, canoeing, swimming .....",1
276710,Pastis,negative,…,0
467244,Meat & Greek,negative,Staff are friendly but gyros is absolutely terrible.,0
59764,Fou Fow Ramen,positive,The miso ramen was particularly tasty.,1
664763,Kantjil & De Tijger,positive,The saté is delicious.,1
765422,Small Talk,negative,Worst experience over past 2 weeks of traveling in Holland.,0
57728,Roses by Sal,positive,Amazing Food! Great Service!,1
88116,Steakhouse Tango,negative,The food is not worth the money 3 times.,0
301369,Mash,positive,Perfect place to experience Thai kitchen 👍,1
520378,Angus Steak House,positive,The price for such a …,1
100834,Morris & Bella,positive,"Nice vegan food, gezellig and friendly staff!!",1
34798,CAU,positive,Great place with great food,1
